emotion_name,review
surprise,"Process bohot smooth tha, amazed ho gaya"
surprise,"Itna fast deliver hua, shock lag gaya"
joy,"Bohot achha laga ye purchase, value for money"
sadness,"Seller ne galat item bhej diya, dil dukha"
neutral,Product thoda better ho sakta tha
sadness,"Bahut disappoint hua is order se, waste of money"
sadness,"Seller ne galat item bhej diya, dil dukha"
joy,"Bohot achha laga ye purchase, value for money"
surprise,"Discount itna bada tha, believe nahi hua"
disgust,Fake reviews dekh ke aur bhi ghin aayi
shame,Itna cheap product order karke sharam aayi
shame,Itna cheap product order karke sharam aayi
anger,"App baar baar crash ho raha tha, time waste ho gaya"
anger,"Seller ne galat product bheja, ghussa aa gaya"
surprise,Review ke hisaab se zyada accha nikla
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
surprise,App ka interface modern aur sleek laga
sadness,Product photo jaisa bilkul nahi tha
joy,"Quality ekdum top-notch thi, paisa vasool deal"
anger,"Packaging toot gayi thi, bohot gussa aaya"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
shame,Return karte hue awkward feel hua
neutral,"Product theek tha, kuch khaas nahi"
shame,Return karte hue awkward feel hua
anger,Mujhe laga company fraud kar rahi hai
neutral,"Experience neutral tha, na acha na bura"
shame,Is product ko recommend karna bhi awkward hai
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
surprise,"Discount itna bada tha, believe nahi hua"
neutral,"Customer care thik tha, nothing extraordinary"
shame,Review likhte hue bhi awkward lag raha hai
joy,"Customer support cooperative tha, appreciate karta hoon"
disgust,Customer care ka behavior disgusting tha
fear,Delivery boy se thoda insecure feel hua
joy,"Service ne dil jeet liya, seriously impressive"
disgust,"Product dirty tha, safai zero thi"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
neutral,App ka interface okay okay tha
neutral,Kuch special nahi tha isme
anger,"Service pathetic thi, zero satisfaction"
fear,Fake product milne ka fear rehta hai
shame,Product use karte hue sharam aayi
fear,Mujhe fraud hone ka doubt tha
anger,"App baar baar crash ho raha tha, time waste ho gaya"
anger,Mujhe laga company fraud kar rahi hai
shame,"Friends ke saamne product fail ho gaya, embarrassing"
surprise,"Delivery boy polite tha, nice gesture"
fear,"App hack hone ka darr laga, risky laga"
joy,Packaging dekh kar ek alag si khushi hui
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,App ka interface okay okay tha
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
disgust,Customer care ka behavior disgusting tha
disgust,Fake reviews dekh ke aur bhi ghin aayi
joy,Packaging dekh kar ek alag si khushi hui
shame,Return karte hue awkward feel hua
anger,"Seller ne galat product bheja, ghussa aa gaya"
shame,Review likhte hue bhi awkward lag raha hai
disgust,"Quality pathetic thi, waste of money"
joy,"Bohot achha laga ye purchase, value for money"
shame,Itna cheap product order karke sharam aayi
shame,"Friends ke saamne product fail ho gaya, embarrassing"
shame,"App me galti se review post ho gaya, shameful moment"
joy,Discount mil gaya toh aur bhi khushi hui
fear,"App hack hone ka darr laga, risky laga"
joy,Discount mil gaya toh aur bhi khushi hui
surprise,"Packaging kaafi premium thi, wow feel hua"
fear,"App hack hone ka darr laga, risky laga"
anger,Mujhe laga company fraud kar rahi hai
surprise,"Free gift mila, totally unexpected"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
fear,Online order karte hue hamesha darr lagta hai
neutral,App ka interface okay okay tha
surprise,Product quality dekh kar pleasantly surprised hua
joy,"Delivery perfectly on time, awesome service"
sadness,"Quality expected jaisi nahi thi, bura laga"
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
joy,Discount mil gaya toh aur bhi khushi hui
fear,"Payment stuck ho gaya tha, panic ho gaya"
anger,"Delivery bahut late aayi, literally irritate kar diya"
fear,"First time order kar raha tha, nervous tha"
fear,Fake product milne ka fear rehta hai
disgust,"Product dirty tha, safai zero thi"
shame,"Logo ne mazak udaya, feel hua regret"
neutral,"Delivery time par hui, average service"
joy,App ka overall experience kaafi smooth aur satisfying tha
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
disgust,"Food item stale tha, bilkul bakwas"
fear,"Payment stuck ho gaya tha, panic ho gaya"
neutral,Product thoda better ho sakta tha
fear,Mujhe fraud hone ka doubt tha
anger,"Seller ne galat product bheja, ghussa aa gaya"
shame,"App me galti se review post ho gaya, shameful moment"
sadness,"Quality expected jaisi nahi thi, bura laga"
shame,"Logo ne mazak udaya, feel hua regret"
surprise,"Itna fast deliver hua, shock lag gaya"
shame,"Friends ke saamne product fail ho gaya, embarrassing"
sadness,"Item broken aaya, dil toot gaya"
disgust,"Quality pathetic thi, waste of money"
shame,Return karte hue awkward feel hua
shame,Review likhte hue bhi awkward lag raha hai
fear,Delivery boy se thoda insecure feel hua
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
surprise,App ka interface modern aur sleek laga
shame,Itna cheap product order karke sharam aayi
surprise,"Delivery boy polite tha, nice gesture"
joy,"Customer support cooperative tha, appreciate karta hoon"
joy,"Delivery perfectly on time, awesome service"
shame,"App me galti se review post ho gaya, shameful moment"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
surprise,"Itna fast deliver hua, shock lag gaya"
sadness,"Seller ne galat item bhej diya, dil dukha"
joy,"Delivery perfectly on time, awesome service"
shame,Customer care ko call karte hue embarrass feel hua
fear,Online order karte hue hamesha darr lagta hai
surprise,Product quality dekh kar pleasantly surprised hua
anger,"Product defective nikla, totally unacceptable"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
joy,App ka overall experience kaafi smooth aur satisfying tha
neutral,"Mujhe koi issue nahi hua, but not impressive"
sadness,"Quality expected jaisi nahi thi, bura laga"
fear,"First time order kar raha tha, nervous tha"
anger,"Delivery bahut late aayi, literally irritate kar diya"
shame,Product use karte hue sharam aayi
neutral,"Experience neutral tha, na acha na bura"
neutral,"Service sahi thi, par kuch khas nahi"
neutral,"Mujhe koi issue nahi hua, but not impressive"
disgust,"Product dirty tha, safai zero thi"
anger,"Seller ne galat product bheja, ghussa aa gaya"
shame,Review likhte hue bhi awkward lag raha hai
surprise,"Itna fast deliver hua, shock lag gaya"
anger,Mujhe laga company fraud kar rahi hai
shame,"Friends ke saamne product fail ho gaya, embarrassing"
neutral,"Experience neutral tha, na acha na bura"
neutral,"Service sahi thi, par kuch khas nahi"
joy,"Service ne dil jeet liya, seriously impressive"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
surprise,"Discount itna bada tha, believe nahi hua"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
fear,Fake product milne ka fear rehta hai
joy,"Bohot achha laga ye purchase, value for money"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
fear,Mujhe fraud hone ka doubt tha
neutral,Kuch special nahi tha isme
joy,Packaging dekh kar ek alag si khushi hui
sadness,Product photo jaisa bilkul nahi tha
fear,"Payment stuck ho gaya tha, panic ho gaya"
joy,"Service ne dil jeet liya, seriously impressive"
sadness,"Customer care ne ignore kar diya, bura laga"
fear,Mujhe laga product duplicate niklega
fear,"Transaction fail hone ka darr tha, tension ho gayi"
neutral,"Mujhe koi issue nahi hua, but not impressive"
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
anger,"Product defective nikla, totally unacceptable"
joy,"Delivery perfectly on time, awesome service"
sadness,"Item broken aaya, dil toot gaya"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
sadness,"Customer care ne ignore kar diya, bura laga"
sadness,"Bahut disappoint hua is order se, waste of money"
sadness,"Customer care ne ignore kar diya, bura laga"
surprise,"Itna fast deliver hua, shock lag gaya"
disgust,"Food item stale tha, bilkul bakwas"
surprise,"Delivery boy polite tha, nice gesture"
fear,Fake product milne ka fear rehta hai
neutral,"Customer care thik tha, nothing extraordinary"
sadness,Product photo jaisa bilkul nahi tha
surprise,App ka interface modern aur sleek laga
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
joy,"Customer support cooperative tha, appreciate karta hoon"
joy,Packaging dekh kar ek alag si khushi hui
sadness,"Quality expected jaisi nahi thi, bura laga"
anger,"Product defective nikla, totally unacceptable"
surprise,"Packaging kaafi premium thi, wow feel hua"
surprise,"Delivery boy polite tha, nice gesture"
shame,Product use karte hue sharam aayi
surprise,"Process bohot smooth tha, amazed ho gaya"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
surprise,App ka interface modern aur sleek laga
neutral,App ka interface okay okay tha
joy,"Customer support cooperative tha, appreciate karta hoon"
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,"Delivery time par hui, average service"
sadness,"Quality expected jaisi nahi thi, bura laga"
shame,Itna cheap product order karke sharam aayi
neutral,"Delivery time par hui, average service"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
anger,"Replacement process itna slow tha, patience test ho gaya"
neutral,"Service sahi thi, par kuch khas nahi"
surprise,"Discount itna bada tha, believe nahi hua"
shame,Review likhte hue bhi awkward lag raha hai
shame,Is product ko recommend karna bhi awkward hai
disgust,"Food item stale tha, bilkul bakwas"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
fear,"Transaction fail hone ka darr tha, tension ho gayi"
disgust,Fake reviews dekh ke aur bhi ghin aayi
surprise,Review ke hisaab se zyada accha nikla
fear,"App hack hone ka darr laga, risky laga"
shame,Product use karte hue sharam aayi
joy,"Quality ekdum top-notch thi, paisa vasool deal"
fear,Mujhe fraud hone ka doubt tha
disgust,Fake reviews dekh ke aur bhi ghin aayi
surprise,"Delivery boy polite tha, nice gesture"
fear,"App hack hone ka darr laga, risky laga"
sadness,"Seller ne galat item bhej diya, dil dukha"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
sadness,"Seller ne galat item bhej diya, dil dukha"
sadness,"Bahut disappoint hua is order se, waste of money"
sadness,"Seller ne galat item bhej diya, dil dukha"
sadness,"Item broken aaya, dil toot gaya"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
neutral,App ka interface okay okay tha
neutral,App ka interface okay okay tha
joy,Discount mil gaya toh aur bhi khushi hui
joy,"Delivery perfectly on time, awesome service"
neutral,Kuch special nahi tha isme
joy,Discount mil gaya toh aur bhi khushi hui
shame,"Friends ke saamne product fail ho gaya, embarrassing"
joy,"Bohot achha laga ye purchase, value for money"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
disgust,"Smell itni kharab thi, use nahi kar paya"
fear,Delivery boy se thoda insecure feel hua
joy,Packaging dekh kar ek alag si khushi hui
joy,"Quality ekdum top-notch thi, paisa vasool deal"
sadness,"Seller ne galat item bhej diya, dil dukha"
surprise,App ka interface modern aur sleek laga
sadness,Mujhe lagta hai ye mera worst purchase tha
surprise,"Packaging kaafi premium thi, wow feel hua"
surprise,"Itna fast deliver hua, shock lag gaya"
anger,Mujhe laga company fraud kar rahi hai
disgust,Customer care ka behavior disgusting tha
sadness,Mujhe lagta hai ye mera worst purchase tha
surprise,Product quality dekh kar pleasantly surprised hua
surprise,"Process bohot smooth tha, amazed ho gaya"
shame,"Logo ne mazak udaya, feel hua regret"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
joy,"Delivery perfectly on time, awesome service"
surprise,App ka interface modern aur sleek laga
shame,Review likhte hue bhi awkward lag raha hai
joy,Discount mil gaya toh aur bhi khushi hui
fear,Online order karte hue hamesha darr lagta hai
fear,Delivery boy se thoda insecure feel hua
surprise,"Itna fast deliver hua, shock lag gaya"
fear,"Payment stuck ho gaya tha, panic ho gaya"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
neutral,"Service sahi thi, par kuch khas nahi"
sadness,Product photo jaisa bilkul nahi tha
joy,App ka overall experience kaafi smooth aur satisfying tha
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
joy,"Service ne dil jeet liya, seriously impressive"
fear,Mujhe laga product duplicate niklega
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
fear,"Return process risky lag raha tha, trust nahi hua"
surprise,Product quality dekh kar pleasantly surprised hua
fear,Delivery boy se thoda insecure feel hua
sadness,"Customer care ne ignore kar diya, bura laga"
surprise,"Process bohot smooth tha, amazed ho gaya"
surprise,Product quality dekh kar pleasantly surprised hua
surprise,"Delivery boy polite tha, nice gesture"
disgust,Fake reviews dekh ke aur bhi ghin aayi
shame,Review likhte hue bhi awkward lag raha hai
fear,"App hack hone ka darr laga, risky laga"
shame,Review likhte hue bhi awkward lag raha hai
surprise,"Itni kam price me itna accha product, unbelievable"
anger,"App baar baar crash ho raha tha, time waste ho gaya"
shame,Product use karte hue sharam aayi
neutral,Overall fine experience
neutral,"Product theek tha, kuch khaas nahi"
shame,Is product ko recommend karna bhi awkward hai
neutral,"Service sahi thi, par kuch khas nahi"
disgust,"Smell itni kharab thi, use nahi kar paya"
surprise,"Itni kam price me itna accha product, unbelievable"
joy,App ka overall experience kaafi smooth aur satisfying tha
sadness,"Seller ne galat item bhej diya, dil dukha"
neutral,App ka interface okay okay tha
shame,"App me galti se review post ho gaya, shameful moment"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
fear,"App hack hone ka darr laga, risky laga"
joy,App ka overall experience kaafi smooth aur satisfying tha
anger,"Product defective nikla, totally unacceptable"
surprise,Product quality dekh kar pleasantly surprised hua
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
fear,"First time order kar raha tha, nervous tha"
shame,"Logo ne mazak udaya, feel hua regret"
surprise,App ka interface modern aur sleek laga
neutral,App ka interface okay okay tha
anger,"Service pathetic thi, zero satisfaction"
surprise,"Delivery boy polite tha, nice gesture"
anger,Mujhe laga company fraud kar rahi hai
surprise,"Delivery boy polite tha, nice gesture"
fear,"Return process risky lag raha tha, trust nahi hua"
surprise,"Itna fast deliver hua, shock lag gaya"
shame,Itna cheap product order karke sharam aayi
shame,"Logo ne mazak udaya, feel hua regret"
neutral,"Experience neutral tha, na acha na bura"
neutral,"Mujhe koi issue nahi hua, but not impressive"
sadness,"Item broken aaya, dil toot gaya"
anger,"Service pathetic thi, zero satisfaction"
sadness,Mujhe lagta hai ye mera worst purchase tha
disgust,"Smell itni kharab thi, use nahi kar paya"
joy,"Product bahut accha tha, main khush ho gaya"
fear,Delivery boy se thoda insecure feel hua
anger,"Refund ke liye itna wait karna pada, frustrating experience"
surprise,"Itni kam price me itna accha product, unbelievable"
fear,Online order karte hue hamesha darr lagta hai
joy,Discount mil gaya toh aur bhi khushi hui
neutral,App ka interface okay okay tha
shame,"Logo ne mazak udaya, feel hua regret"
fear,Delivery boy se thoda insecure feel hua
sadness,"Item broken aaya, dil toot gaya"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
neutral,App ka interface okay okay tha
joy,App ka overall experience kaafi smooth aur satisfying tha
joy,Packaging dekh kar ek alag si khushi hui
